"","Alabama","","","","Alaska","","","","Arizona","","","","Arkansas","","","","California","","","","Colorado","","","","Connecticut","","","","Delaware","","","","District of Columbia","","","","Florida","","","","Georgia","","","","Hawaii","","","","Idaho","","","","Illinois","","","","Indiana","","","","Iowa","","","","Kansas","","","","Kentucky","","","","Louisiana","","","","Maine","","","","Maryland","","","","Massachusetts","","","","Michigan","","","","Minnesota","","","","Mississippi","","","","Missouri","","","","Montana","","","","Nebraska","","","","Nevada","","","","New Hampshire","","","","New Jersey","","","","New Mexico","","","","New York","","","","North Carolina","","","","North Dakota","","","","Ohio","","","","Oklahoma","","","","Oregon","","","","Pennsylvania","","","","Rhode Island","","","","South Carolina","","","","South Dakota","","","","Tennessee","","","","Texas","","","","Utah","","","","Vermont","","","","Virginia","","","","Washington","","","","West Virginia","","","","Wisconsin","","","","Wyoming","","","","Puerto Rico","","",""
"    35.0 percent or more","57,955","±3,531","11.3%","±0.7","5,776","±1,034","10.2%","±1.7","48,199","±4,086","10.5%","±0.9","26,814","±2,240","8.8%","±0.7","209,185","±6,297","12.2%","±0.4","30,599","±2,292","9.8%","±0.7","54,033","±3,206","20.4%","±1.2","7,653","±1,150","10.7%","±1.5","2,131","±572","9.2%","±2.3","260,156","±7,606","15.0%","±0.4","76,526","±5,145","11.3%","±0.7","7,750","±1,154","9.5%","±1.4","8,956","±1,476","7.0%","±1.1","139,391","±5,418","13.8%","±0.5","48,625","±3,354","9.2%","±0.6","27,945","±1,891","8.5%","±0.6","25,973","±1,941","9.5%","±0.7","41,835","±3,451","9.3%","±0.7","47,036","±3,151","9.4%","±0.6","17,623","±1,430","12.9%","±1.1","44,429","±2,800","13.0%","±0.8","79,498","±3,744","18.2%","±0.8","129,165","±4,419","13.7%","±0.4","47,887","±2,298","10.5%","±0.5","36,825","±2,844","10.8%","±0.8","54,522","±2,921","10.0%","±0.5","10,886","±1,334","9.5%","±1.1","18,068","±1,476","10.2%","±0.8","16,014","±1,946","11.2%","±1.4","19,649","±2,091","18.1%","±1.7","148,302","±5,056","24.5%","±0.7","18,152","±2,302","8.7%","±1.1","251,185","±7,293","18.3%","±0.5","87,049","±4,466","11.0%","±0.5","7,797","±1,295","9.4%","±1.5","106,343","±4,195","10.8%","±0.4","35,089","±2,524","9.0%","±0.6","35,267","±3,028","12.4%","±1.0","168,335","±5,843","13.2%","±0.4","14,758","±1,828","20.7%","±2.4","48,929","±3,429","10.7%","±0.7","8,622","±1,286","9.5%","±1.3","59,380","±3,874","9.5%","±0.6","233,767","±6,823","11.1%","±0.3","11,093","±1,671","6.8%","±0.9","11,660","±1,263","19.3%","±1.9","54,284","±3,467","9.5%","±0.6","50,246","±3,420","10.8%","±0.7","17,897","±1,432","6.7%","±0.6","65,324","±3,604","12.9%","±0.6","4,207","±863","7.0%","±1.4","48,768","±3,149","9.6%","±0.6"
"    Not computed","8,163","±1,270","(X)","(X)","130","±93","(X)","(X)","10,100","±1,925","(X)","(X)","4,396","±1,003","(X)","(X)","24,053","±2,516","(X)","(X)","2,982","±941","(X)","(X)","2,415","±809","(X)","(X)","305","±195","(X)","(X)","245","±172","(X)","(X)","32,127","±3,167","(X)","(X)","12,967","±2,024","(X)","(X)","1,187","±580","(X)","(X)","1,663","±598","(X)","(X)","10,291","±1,342","(X)","(X)","6,272","±1,266","(X)","(X)","2,122","±504","(X)","(X)","1,938","±488","(X)","(X)","5,582","±1,123","(X)","(X)","10,299","±1,546","(X)","(X)","1,254","±425","(X)","(X)","2,355","±673","(X)","(X)","4,388","±1,105","(X)","(X)","12,887","±1,562","(X)","(X)","3,500","±739","(X)","(X)","4,905","±1,059","(X)","(X)","5,970","±1,207","(X)","(X)","742","±303","(X)","(X)","1,313","±433","(X)","(X)","2,529","±1,015","(X)","(X)","627","±254","(X)","(X)","7,267","±1,329","(X)","(X)","3,063","±659","(X)","(X)","13,423","±1,647","(X)","(X)","13,591","±2,045","(X)","(X)","959","±574","(X)","(X)","9,863","±1,505","(X)","(X)","5,129","±968","(X)","(X)","3,798","±866","(X)","(X)","12,714","±1,649","(X)","(X)","884","±405","(X)","(X)","8,277","±1,790","(X)","(X)","702","±343","(X)","(X)","7,665","±1,306","(X)","(X)","29,924","±3,617","(X)","(X)","1,020","±350","(X)","(X)","428","±228","(X)","(X)","6,564","±1,365","(X)","(X)","4,572","±959","(X)","(X)","3,432","±899","(X)","(X)","4,872","±883","(X)","(X)","412","±297","(X)","(X)","24,457","±2,546","(X)","(X)"
"GROSS RENT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Occupied units paying rent","494,799","±8,886","494,799","(X)","87,464","±4,343","87,464","(X)","808,981","±15,757","808,981","(X)","337,844","±8,248","337,844","(X)","5,437,229","±23,667","5,437,229","(X)","679,218","±11,180","679,218","(X)","422,286","±7,857","422,286","(X)","90,922","±4,096","90,922","(X)","154,292","±4,091","154,292","(X)","2,241,408","±25,426","2,241,408","(X)","1,160,519","±17,631","1,160,519","(X)","180,016","±5,329","180,016","(X)","165,924","±6,328","165,924","(X)","1,480,942","±16,395","1,480,942","(X)","705,853","±12,150","705,853","(X)","313,121","±7,594","313,121","(X)","330,349","±5,910","330,349","(X)","470,157","±10,291","470,157","(X)","508,821","±9,841","508,821","(X)","149,898","±5,586","149,898","(X)","669,699","±9,700","669,699","(X)","926,876","±13,594","926,876","(X)","1,007,825","±10,853","1,007,825","(X)","542,320","±8,575","542,320","(X)","281,686","±7,203","281,686","(X)","699,445","±10,997","699,445","(X)","116,928","±4,638","116,928","(X)","224,591","±5,566","224,591","(X)","414,835","±9,039","414,835","(X)","141,067","±4,822","141,067","(X)","1,067,470","±14,008","1,067,470","(X)","225,675","±7,033","225,675","(X)","3,224,233","±19,128","3,224,233","(X)","1,140,538","±17,301","1,140,538","(X)","87,989","±3,021","87,989","(X)","1,414,671","±14,928","1,414,671","(X)","434,400","±8,495","434,400","(X)","567,391","±10,470","567,391","(X)","1,412,380","±15,634","1,412,380","(X)","157,101","±5,121","157,101","(X)","488,896","±11,272","488,896","(X)","92,413","±4,199","92,413","(X)","737,868","±12,192","737,868","(X)","3,101,244","±26,981","3,101,244","(X)","257,658","±7,326","257,658","(X)","68,862","±2,737","68,862","(X)","922,977","±14,314","922,977","(X)","941,304","±13,776","941,304","(X)","168,158","±5,518","168,158","(X)","699,201","±10,152","699,201","(X)","59,709","±3,095","59,709","(X)","236,112","±6,095","236,112","(X)"
"    Less than $200","14,009","±1,766","2.8%","±0.4","923","±398","1.1%","±0.5","8,086","±1,362","1.0%","±0.2","8,942","±1,765","2.6%","±0.5","37,532","±3,248","0.7%","±0.1","11,775","±1,717","1.7%","±0.3","12,921","±1,797","3.1%","±0.4","2,580","±813","2.8%","±0.9","4,869","±1,179","3.2%","±0.8","31,841","±3,164","1.4%","±0.1","20,415","±2,254","1.8%","±0.2","2,738","±629","1.5%","±0.3","3,408","±1,039","2.1%","±0.6","36,409","±2,821","2.5%","±0.2","17,106","±2,057","2.4%","±0.3","8,027","±1,146","2.6%","±0.4","8,245","±1,273","2.5%","±0.4","19,919","±2,080","4.2%","±0.5","11,267","±1,542","2.2%","±0.3","4,724","±1,001","3.2%","±0.6","17,371","±2,228","2.6%","±0.3","21,419","±2,143","2.3%","±0.2","24,264","±1,824","2.4%","±0.2","18,625","±2,268","3.4%","±0.4","10,535","±1,356","3.7%","±0.5","14,103","±2,001","2.0%","±0.3","4,751","±954","4.1%","±0.8","6,481","±1,012","2.9%","±0.5","2,998","±808","0.7%","±0.2","2,890","±877","2.0%","±0.6","18,817","±2,072","1.8%","±0.2","7,746","±1,745","3.4%","±0.8","45,031","±3,736","1.4%","±0.1","27,249","±2,790","2.4%","±0.2","3,608","±853","4.1%","±1.0","55,539","±3,565","3.9%","±0.3","8,954","±1,241","2.1%","±0.3","10,024","±1,651","1.8%","±0.3","36,599","±2,914","2.6%","±0.2","4,483","±911","2.9%","±0.6","10,650","±1,524","2.2%","±0.3","5,447","±1,002","5.9%","±1.0","24,547","±2,430","3.3%","±0.3","51,024","±3,888","1.6%","±0.1","4,514","±1,034","1.8%","±0.4","1,072","±466","1.6%","±0.7","20,382","±2,205","2.2%","±0.2","18,734","±2,501","2.0%","±0.3","8,270","±1,536","4.9%","±0.9","9,911","±1,504","1.4%","±0.2","1,060","±423","1.8%","±0.7","43,524","±2,843","18.4%","±1.1"
"    $200 to $299","27,051","±2,133","5.5%","±0.4","930","±349","1.1%","±0.4","11,920","±1,965","1.5%","±0.2","16,922","±1,629","5.0%","±0.5","120,524","±5,362","2.2%","±0.1","17,554","±1,800","2.6%","±0.3","13,559","±1,708","3.2%","±0.4","2,038","±571","2.2%","±0.6","5,280","±1,388","3.4%","±0.9","37,810","±2,969","1.7%","±0.1","32,123","±3,045","2.8%","±0.3","3,841","±1,286","2.1%","±0.7","8,014","±1,504","4.8%","±0.9","44,961","±2,925","3.0%","±0.2","23,230","±2,256","3.3%","±0.3","13,597","±1,311","4.3%","±0.4","10,333","±1,289","3.1%","±0.4","22,525","±2,646","4.8%","±0.5","24,396","±2,531","4.8%","±0.5","9,450","±1,469","6.3%","±1.0","15,052","±1,974","2.2%","±0.3","58,751","±3,050","6.3%","±0.3","38,164","±2,846","3.8%","±0.3","25,833","±2,370","4.8%","±0.4","15,059","±2,000","5.3%","±0.7","30,725","±2,267","4.4%","±0.3","4,810","±1,073","4.1%","±0.9","8,810","±1,294","3.9%","±0.6","4,116","±956","1.0%","±0.2","6,092","±1,386","4.3%","±1.0","33,361","±2,543","3.1%","±0.2","7,469","±1,678","3.3%","±0.7","145,236","±6,263","4.5%","±0.2","34,686","±3,120","3.0%","±0.3","4,294","±995","4.9%","±1.1","48,437","±2,910","3.4%","±0.2","18,116","±1,875","4.2%","±0.4","13,323","±1,676","2.3%","±0.3","63,690","±3,736","4.5%","±0.3","10,473","±1,512","6.7%","±1.0","18,974","±2,323","3.9%","±0.5","5,432","±1,203","5.9%","±1.3","29,889","±2,574","4.1%","±0.3","71,840","±4,368","2.3%","±0.1","4,330","±863","1.7%","±0.3","2,997","±786","4.4%","±1.1","22,177","±2,305","2.4%","±0.3","23,095","±2,438","2.5%","±0.3","9,089","±1,348","5.4%","±0.8","23,553","±2,055","3.4%","±0.3","1,593","±630","2.7%","±1.1","24,030","±1,585","10.2%","±0.7"
"    $300 to $499","78,059","±4,192","15.8%","±0.8","5,166","±1,137","5.9%","±1.2","65,427","±4,420","8.1%","±0.5","62,811","±3,565","18.6%","±1.0","200,847","±6,632","3.7%","±0.1","39,039","±2,745","5.7%","±0.4","26,280","±2,566","6.2%","±0.6","4,543","±1,031","5.0%","±1.1","8,253","±1,415","5.3%","±0.9","103,670","±5,752","4.6%","±0.3","97,118","±4,648","8.4%","±0.4","7,718","±1,289","4.3%","±0.7","23,408","±2,414","14.1%","±1.4","120,371","±5,590","8.1%","±0.4","89,363","±4,938","12.7%","±0.7","58,339","±3,374","18.6%","±1.0","49,644","±3,100","15.0%","±0.9","89,807","±5,119","19.1%","±1.0","64,963","±3,834","12.8%","±0.7","17,722","±2,129","11.8%","±1.3","28,530","±2,905","4.3%","±0.4","70,840","±3,779","7.6%","±0.4","108,801","±4,888","10.8%","±0.5","52,173","±3,298","9.6%","±0.6","44,248","±3,620","15.7%","±1.2","101,510","±5,739","14.5%","±0.8","21,581","±2,425","18.5%","±2.0","38,592","±2,653","17.2%","±1.1","17,136","±2,292","4.1%","±0.5","8,507","±1,169","6.0%","±0.8","42,092","±3,350","3.9%","±0.3","29,570","±3,105","13.1%","±1.3","224,678","±7,316","7.0%","±0.2","124,451","±6,823","10.9%","±0.6","18,681","±2,013","21.2%","±2.3","192,620","±7,116","13.6%","±0.5","69,872","±3,733","16.1%","±0.8","36,059","±3,409","6.4%","±0.6","151,972","±6,037","10.8%","±0.4","11,341","±1,625","7.2%","±1.0","55,331","±4,360","11.3%","±0.8","21,445","±2,142","23.2%","±2.1","90,029","±4,780","12.2%","±0.6","240,631","±9,530","7.8%","±0.3","21,256","±2,294","8.2%","±0.9","5,361","±1,026","7.8%","±1.5","57,754","±3,173","6.3%","±0.3","54,491","±3,689","5.8%","±0.4","36,656","±2,715","21.8%","±1.6","77,151","±3,677","11.0%","±0.5","8,656","±1,413","14.5%","±2.3","72,056","±4,077","30.5%","±1.5"
"    $500 to $749","174,064","±7,616","35.2%","±1.3","12,312","±1,664","14.1%","±1.7","222,722","±8,256","27.5%","±0.9","140,480","±7,424","41.6%","±1.8","570,811","±12,360","10.5%","±0.2","156,759","±5,986","23.1%","±0.9","48,228","±3,198","11.4%","±0.8","13,696","±2,104","15.1%","±2.2","14,318","±1,828","9.3%","±1.2","423,007","±11,815","18.9%","±0.5","303,733","±10,552","26.2%","±0.8","14,540","±2,122","8.1%","±1.1","62,397","±4,177","37.6%","±2.3","344,124","±8,172","23.2%","±0.5","273,992","±7,423","38.8%","±0.9","127,776","±5,094","40.8%","±1.4","115,946","±4,830","35.1%","±1.3","187,097","±6,590","39.8%","±1.1","156,320","±6,553","30.7%","±1.2","43,730","±2,906","29.2%","±1.6","59,382","±3,789","8.9%","±0.6","116,153","±5,120","12.5%","±0.5","349,520","±9,704","34.7%","±0.8","150,027","±4,812","27.7%","±0.8","96,967","±4,758","34.4%","±1.4","247,516","±6,897","35.4%","±0.8","43,482","±3,284","37.2%","±2.4","85,006","±4,492","37.8%","±1.9","85,581","±5,117","20.6%","±1.2","20,191","±2,218","14.3%","±1.5","82,532","±4,275","7.7%","±0.4","74,652","±4,032","33.1%","±1.5","491,077","±11,622","15.2%","±0.3","391,261","±11,015","34.3%","±0.9","33,519","±2,714","38.1%","±2.7","530,124","±10,102","37.5%","±0.7","167,233","±5,709","38.5%","±1.0","155,581","±7,131","27.4%","±1.1","394,239","±9,504","27.9%","±0.6","28,473","±2,958","18.1%","±1.6","166,032","±7,804","34.0%","±1.4","32,146","±2,976","34.8%","±2.8","264,600","±8,844","35.9%","±1.1","929,626","±14,725","30.0%","±0.4","74,918","±4,015","29.1%","±1.3","17,302","±1,650","25.1%","±2.3","146,430","±5,880","15.9%","±0.6","187,346","±7,892","19.9%","±0.8","68,312","±3,795","40.6%","±1.9","251,008","±6,536","35.9%","±0.9","17,907","±2,105","30.0%","±3.0","58,044","±3,803","24.6%","±1.4"
"    $750 to $999","116,332","±4,974","23.5%","±1.0","21,137","±2,486","24.2%","±2.6","217,344","±8,641","26.9%","±1.0","74,695","±5,334","22.1%","±1.5","1,059,638","±17,871","19.5%","±0.3","176,562","±7,179","26.0%","±0.9","102,275","±4,916","24.2%","±1.1","27,316","±3,042","30.0%","±3.0","25,233","±2,345","16.4%","±1.4","657,289","±15,224","29.3%","±0.6","349,603","±10,464","30.1%","±0.8","24,599","±2,555","13.7%","±1.4","37,582","±4,062","22.7%","±2.2","424,901","±11,410","28.7%","±0.7","191,858","±7,789","27.2%","±0.9","65,605","±3,679","21.0%","±1.1","81,959","±4,927","24.8%","±1.4","97,225","±4,699","20.7%","±1.0","135,379","±6,038","26.6%","±1.0","40,663","±2,924","27.1%","±1.7","126,893","±5,772","18.9%","±0.9","174,196","±6,419","18.8%","±0.6","266,573","±6,945","26.5%","±0.7","139,717","±5,697","25.8%","±1.0","72,646","±4,564","25.8%","±1.5","178,947","±7,124","25.6%","±0.9","22,891","±2,975","19.6%","±2.3","49,288","±3,532","21.9%","±1.4","129,957","±7,140","31.3%","±1.6","43,523","±3,414","30.9%","±2.2","221,733","±9,378","20.8%","±0.8","57,574","±4,448","25.5%","±1.8","575,143","±11,080","17.8%","±0.3","312,585","±11,289","27.4%","±0.9","16,176","±2,151","18.4%","±2.3","356,815","±9,202","25.2%","±0.6","104,143","±4,485","24.0%","±1.0","175,392","±6,907","30.9%","±1.1","369,682","±9,350","26.2%","±0.6","43,478","±3,387","27.7%","±2.0","129,733","±6,771","26.5%","±1.2","16,917","±2,100","18.3%","±2.1","188,922","±8,231","25.6%","±1.1","888,812","±16,184","28.7%","±0.5","74,943","±4,037","29.1%","±1.5","18,951","±2,159","27.5%","±2.7","176,689","±6,987","19.1%","±0.7","250,267","±8,543","26.6%","±0.9","30,091","±3,109","17.9%","±1.7","202,461","±6,796","29.0%","±0.8","14,885","±2,013","24.9%","±3.2","24,606","±2,339","10.4%","±0.9"
"    $1,000 to $1,499","69,323","±4,752","14.0%","±0.9","28,430","±2,742","32.5%","±3.0","218,979","±9,347","27.1%","±1.0","27,797","±2,964","8.2%","±0.9","1,882,668","±20,435","34.6%","±0.3","194,024","±8,064","28.6%","±1.1","149,965","±5,350","35.5%","±1.1","29,422","±2,731","32.4%","±2.9","44,444","±3,232","28.8%","±2.0","704,840","±16,075","31.4%","±0.6","281,768","±9,923","24.3%","±0.7","54,806","±3,867","30.4%","±1.9","26,693","±3,375","16.1%","±1.9","336,736","±9,201","22.7%","±0.6","90,278","±5,219","12.8%","±0.7","31,750","±3,304","10.1%","±1.0","46,981","±3,312","14.2%","±1.0","44,293","±3,656","9.4%","±0.7","92,025","±5,326","18.1%","±1.0","26,091","±2,333","17.4%","±1.5","250,174","±7,726","37.4%","±0.9","289,020","±8,709","31.2%","±0.8","176,096","±5,787","17.5%","±0.5","113,446","±5,174","20.9%","±0.9","35,311","±3,093","12.5%","±1.1","102,700","±5,630","14.7%","±0.8","15,869","±2,404","13.6%","±2.1","29,481","±2,454","13.1%","±1.0","127,483","±7,045","30.7%","±1.5","46,162","±3,109","32.7%","±1.8","417,723","±10,408","39.1%","±0.9","39,299","±3,777","17.4%","±1.6","972,636","±14,536","30.2%","±0.4","200,457","±8,575","17.6%","±0.7","8,488","±1,811","9.6%","±2.0","184,420","±6,995","13.0%","±0.4","53,264","±3,400","12.3%","±0.8","129,846","±5,658","22.9%","±0.9","288,168","±7,978","20.4%","±0.5","43,647","±3,413","27.8%","±2.0","82,576","±5,212","16.9%","±1.0","9,407","±1,505","10.2%","±1.6","111,985","±6,828","15.2%","±0.8","690,252","±14,728","22.3%","±0.4","60,570","±4,617","23.5%","±1.5","16,119","±1,420","23.4%","±1.9","286,213","±9,099","31.0%","±0.9","271,239","±9,825","28.8%","±0.9","12,591","±1,818","7.5%","±1.0","109,881","±5,460","15.7%","±0.7","11,328","±1,890","19.0%","±3.1","10,249","±1,699","4.3%","±0.7"
"    $1,500 or more","15,961","±2,124","3.2%","±0.4","18,566","±2,425","21.2%","±2.5","64,503","±6,551","8.0%","±0.8","6,197","±1,286","1.8%","±0.4","1,565,209","±21,358","28.8%","±0.4","83,505","±5,518","12.3%","±0.8","69,058","±4,722","16.4%","±1.0","11,327","±1,717","12.5%","±1.8","51,895","±3,300","33.6%","±2.0","282,951","±9,502","12.6%","±0.4","75,759","±5,785","6.5%","±0.5","71,774","±3,650","39.9%","±1.7","4,422","±928","2.7%","±0.6","173,440","±7,853","11.7%","±0.5","20,026","±3,046","2.8%","±0.4","8,027","±1,362","2.6%","±0.4","17,241","±2,142","5.2%","±0.6","9,291","±1,795","2.0%","±0.4","24,471","±2,968","4.8%","±0.6","7,518","±1,184","5.0%","±0.8","172,297","±6,643","25.7%","±0.9","196,497","±6,684","21.2%","±0.6","44,407","±2,697","4.4%","±0.3","42,499","±2,826","7.8%","±0.5","6,920","±1,560","2.5%","±0.6","23,944","±2,599","3.4%","±0.4","3,544","±1,028","3.0%","±0.9","6,933","±1,227","3.1%","±0.5","47,564","±5,266","11.5%","±1.2","13,702","±1,843","9.7%","±1.3","251,212","±7,139","23.5%","±0.6","9,365","±1,476","4.1%","±0.7","770,432","±13,440","23.9%","±0.4","49,849","±4,882","4.4%","±0.4","3,223","±954","3.7%","±1.1","46,716","±3,395","3.3%","±0.2","12,818","±2,169","3.0%","±0.5","47,166","±3,558","8.3%","±0.6","108,030","±5,083","7.6%","±0.4","15,206","±2,031","9.7%","±1.3","25,600","±3,679","5.2%","±0.7","1,619","±613","1.8%","±0.7","27,896","±3,884","3.8%","±0.5","229,059","±9,423","7.4%","±0.3","17,127","±2,477","6.6%","±1.0","7,060","±1,186","10.3%","±1.7","213,332","±9,340","23.1%","±0.9","136,132","±5,634","14.5%","±0.6","3,149","±942","1.9%","±0.6","25,236","±2,869","3.6%","±0.4","4,280","±1,208","7.2%","±1.9","3,603","±872","1.5%","±0.4"
"    Median (dollars)","687","±7","(X)","(X)","1,049","±37","(X)","(X)","850","±8","(X)","(X)","639","±10","(X)","(X)","1,174","±4","(X)","(X)","900","±12","(X)","(X)","1,021","±12","(X)","(X)","960","±22","(X)","(X)","1,216","±36","(X)","(X)","949","±6","(X)","(X)","833","±6","(X)","(X)","1,308","±34","(X)","(X)","689","±11","(X)","(X)","859","±5","(X)","(X)","707","±7","(X)","(X)","643","±8","(X)","(X)","709","±11","(X)","(X)","626","±7","(X)","(X)","747","±8","(X)","(X)","747","±15","(X)","(X)","1,153","±11","(X)","(X)","1,034","±10","(X)","(X)","739","±6","(X)","(X)","787","±9","(X)","(X)","689","±9","(X)","(X)","708","±7","(X)","(X)","650","±17","(X)","(X)","673","±10","(X)","(X)","936","±13","(X)","(X)","939","±15","(X)","(X)","1,135","±7","(X)","(X)","729","±12","(X)","(X)","1,058","±5","(X)","(X)","745","±7","(X)","(X)","626","±21","(X)","(X)","692","±4","(X)","(X)","675","±8","(X)","(X)","840","±9","(X)","(X)","786","±5","(X)","(X)","875","±17","(X)","(X)","741","±8","(X)","(X)","612","±17","(X)","(X)","715","±7","(X)","(X)","813","±5","(X)","(X)","822","±12","(X)","(X)","849","±22","(X)","(X)","1,062","±13","(X)","(X)","930","±9","(X)","(X)","599","±10","(X)","(X)","739","±5","(X)","(X)","759","±31","(X)","(X)","442","±10","(X)","(X)"
"    No rent paid","60,530","±3,471","(X)","(X)","7,554","±1,233","(X)","(X)","45,546","±5,135","(X)","(X)","38,793","±3,401","(X)","(X)","188,145","±6,310","(X)","(X)","24,366","±2,269","(X)","(X)","18,298","±2,131","(X)","(X)","3,710","±1,017","(X)","(X)","3,753","±1,110","(X)","(X)","123,706","±5,892","(X)","(X)","77,320","±5,091","(X)","(X)","13,847","±1,884","(X)","(X)","15,453","±2,102","(X)","(X)","65,984","±3,575","(X)","(X)","41,196","±3,095","(X)","(X)","23,276","±2,223","(X)","(X)","24,273","±1,805","(X)","(X)","50,498","±3,373","(X)","(X)","62,515","±4,180","(X)","(X)","10,456","±1,365","(X)","(X)","27,371","±2,934","(X)","(X)","31,912","±2,688","(X)","(X)","58,328","±3,086","(X)","(X)","28,708","±2,247","(X)","(X)","44,642","±2,925","(X)","(X)","48,598","±3,500","(X)","(X)","12,752","±1,416","(X)","(X)","14,901","±1,188","(X)","(X)","14,526","±2,400","(X)","(X)","6,317","±1,197","(X)","(X)","39,679","±3,399","(X)","(X)","18,606","±2,077","(X)","(X)","112,018","±6,033","(X)","(X)","92,924","±5,046","(X)","(X)","9,197","±957","(X)","(X)","84,171","±4,008","(X)","(X)","41,333","±2,820","(X)","(X)","27,576","±2,549","(X)","(X)","93,930","±3,909","(X)","(X)","5,404","±1,255","(X)","(X)","56,464","±3,947","(X)","(X)","9,420","±1,200","(X)","(X)","69,484","±5,021","(X)","(X)","180,826","±7,451","(X)","(X)","13,096","±2,036","(X)","(X)","5,044","±839","(X)","(X)","54,078","±3,590","(X)","(X)","37,605","±2,908","(X)","(X)","35,858","±2,617","(X)","(X)","32,243","±2,601","(X)","(X)","5,607","±1,107","(X)","(X)","143,298","±6,048","(X)","(X)"
