"","Alabama","","","","Alaska","","","","Arizona","","","","Arkansas","","","","California","","","","Colorado","","","","Connecticut","","","","Delaware","","","","District of Columbia","","","","Florida","","","","Georgia","","","","Hawaii","","","","Idaho","","","","Illinois","","","","Indiana","","","","Iowa","","","","Kansas","","","","Kentucky","","","","Louisiana","","","","Maine","","","","Maryland","","","","Massachusetts","","","","Michigan","","","","Minnesota","","","","Mississippi","","","","Missouri","","","","Montana","","","","Nebraska","","","","Nevada","","","","New Hampshire","","","","New Jersey","","","","New Mexico","","","","New York","","","","North Carolina","","","","North Dakota","","","","Ohio","","","","Oklahoma","","","","Oregon","","","","Pennsylvania","","","","Rhode Island","","","","South Carolina","","","","South Dakota","","","","Tennessee","","","","Texas","","","","Utah","","","","Vermont","","","","Virginia","","","","Washington","","","","West Virginia","","","","Wisconsin","","","","Wyoming","","","","Puerto Rico","","",""
"    American","793,051","±24,281","16.5%","±0.5","34,315","±4,235","4.7%","±0.6","420,652","±23,582","6.5%","±0.4","370,427","±13,792","12.6%","±0.5","1,352,292","±31,941","3.6%","±0.1","279,468","±13,013","5.5%","±0.3","156,917","±8,672","4.4%","±0.2","48,345","±4,833","5.3%","±0.5","16,002","±2,638","2.6%","±0.4","1,782,761","±40,402","9.4%","±0.2","1,272,342","±30,551","13.0%","±0.3","21,141","±3,394","1.5%","±0.2","184,701","±10,746","11.7%","±0.7","698,568","±17,285","5.4%","±0.1","784,230","±20,743","12.0%","±0.3","213,333","±9,424","7.0%","±0.3","259,292","±10,751","9.0%","±0.4","1,004,099","±18,652","23.0%","±0.4","504,167","±17,963","11.0%","±0.4","124,811","±6,546","9.4%","±0.5","330,023","±14,515","5.7%","±0.2","329,761","±14,072","5.0%","±0.2","624,968","±16,666","6.3%","±0.2","206,250","±8,933","3.9%","±0.2","328,317","±13,542","11.0%","±0.5","698,792","±18,029","11.6%","±0.3","86,341","±5,706","8.6%","±0.6","90,371","±5,443","4.9%","±0.3","135,404","±9,580","5.0%","±0.4","80,141","±5,670","6.1%","±0.4","427,861","±18,307","4.9%","±0.2","104,295","±7,227","5.0%","±0.3","1,014,476","±23,603","5.2%","±0.1","1,265,537","±34,670","13.1%","±0.4","23,705","±2,723","3.5%","±0.4","1,120,724","±22,115","9.7%","±0.2","396,315","±14,075","10.5%","±0.4","222,594","±11,023","5.7%","±0.3","736,310","±16,926","5.8%","±0.1","32,523","±3,376","3.1%","±0.3","682,573","±23,866","14.6%","±0.5","29,179","±3,017","3.5%","±0.4","1,139,981","±21,576","17.8%","±0.3","1,550,877","±35,768","6.0%","±0.1","197,444","±12,704","7.0%","±0.5","54,905","±4,563","8.8%","±0.7","992,277","±25,421","12.3%","±0.3","365,552","±14,144","5.4%","±0.2","268,866","±10,658","14.5%","±0.6","235,460","±7,922","4.1%","±0.1","51,869","±5,209","9.1%","±0.9","","","",""
"    Arab","6,528","±2,086","0.1%","±0.1","1,413","±1,099","0.2%","±0.2","29,844","±5,464","0.5%","±0.1","4,934","±1,903","0.2%","±0.1","274,985","±16,987","0.7%","±0.1","23,306","±5,080","0.5%","±0.1","23,687","±5,445","0.7%","±0.2","3,048","±1,743","0.3%","±0.2","5,065","±1,577","0.8%","±0.3","115,948","±13,029","0.6%","±0.1","31,608","±6,577","0.3%","±0.1","2,786","±1,266","0.2%","±0.1","2,334","±1,272","0.1%","±0.1","104,019","±13,704","0.8%","±0.1","15,891","±3,655","0.2%","±0.1","8,683","±2,501","0.3%","±0.1","12,232","±4,524","0.4%","±0.2","13,348","±3,200","0.3%","±0.1","13,797","±2,827","0.3%","±0.1","3,831","±1,207","0.3%","±0.1","23,917","±3,589","0.4%","±0.1","73,750","±9,025","1.1%","±0.1","170,476","±11,685","1.7%","±0.1","17,429","±2,753","0.3%","±0.1","4,394","±1,306","0.1%","±0.1","20,991","±4,373","0.3%","±0.1","1,818","±1,159","0.2%","±0.1","7,219","±3,535","0.4%","±0.2","12,326","±3,760","0.5%","±0.1","9,699","±2,921","0.7%","±0.2","95,512","±7,975","1.1%","±0.1","4,397","±1,535","0.2%","±0.1","159,281","±12,992","0.8%","±0.1","32,941","±7,550","0.3%","±0.1","2,107","±980","0.3%","±0.1","81,195","±9,546","0.7%","±0.1","13,673","±3,169","0.4%","±0.1","16,419","±4,526","0.4%","±0.1","62,951","±5,875","0.5%","±0.1","9,393","±3,248","0.9%","±0.3","7,197","±1,931","0.2%","±0.1","1,769","±936","0.2%","±0.1","24,949","±4,032","0.4%","±0.1","103,853","±12,146","0.4%","±0.1","4,900","±1,852","0.2%","±0.1","2,214","±914","0.4%","±0.1","63,405","±7,775","0.8%","±0.1","22,713","±4,163","0.3%","±0.1","7,178","±1,724","0.4%","±0.1","13,305","±2,945","0.2%","±0.1","593","±511","0.1%","±0.1","","","",""
"    Czech","2,934","±939","0.1%","±0.1","4,680","±1,314","0.6%","±0.2","25,261","±3,583","0.4%","±0.1","7,542","±1,566","0.3%","±0.1","88,712","±5,959","0.2%","±0.1","37,375","±4,229","0.7%","±0.1","13,058","±1,916","0.4%","±0.1","1,679","±790","0.2%","±0.1","1,970","±562","0.3%","±0.1","65,497","±5,759","0.3%","±0.1","15,500","±3,069","0.2%","±0.1","3,436","±1,391","0.2%","±0.1","5,676","±1,706","0.4%","±0.1","121,228","±8,303","0.9%","±0.1","14,989","±2,610","0.2%","±0.1","59,952","±4,944","2.0%","±0.2","21,947","±3,166","0.8%","±0.1","5,352","±1,793","0.1%","±0.1","5,482","±2,295","0.1%","±0.1","3,280","±1,213","0.2%","±0.1","24,971","±3,722","0.4%","±0.1","12,261","±2,344","0.2%","±0.1","50,185","±3,998","0.5%","±0.1","87,007","±4,847","1.6%","±0.1","2,919","±1,151","0.1%","±0.1","27,522","±3,856","0.5%","±0.1","8,316","±1,793","0.8%","±0.2","89,397","±5,894","4.9%","±0.3","11,652","±3,436","0.4%","±0.1","3,391","±1,041","0.3%","±0.1","33,082","±3,094","0.4%","±0.1","6,241","±1,754","0.3%","±0.1","58,149","±4,858","0.3%","±0.1","16,398","±2,826","0.2%","±0.1","13,168","±2,346","1.9%","±0.3","62,095","±5,175","0.5%","±0.1","17,498","±2,362","0.5%","±0.1","21,454","±3,073","0.6%","±0.1","52,474","±3,973","0.4%","±0.1","1,150","±481","0.1%","±0.1","5,899","±2,202","0.1%","±0.1","18,368","±3,247","2.2%","±0.4","8,464","±1,938","0.1%","±0.1","208,377","±11,442","0.8%","±0.1","6,700","±1,767","0.2%","±0.1","2,456","±734","0.4%","±0.1","23,187","±3,320","0.3%","±0.1","29,685","±3,306","0.4%","±0.1","3,676","±1,111","0.2%","±0.1","92,551","±4,732","1.6%","±0.1","4,117","±1,130","0.7%","±0.2","","","",""
"    Danish","4,850","±1,412","0.1%","±0.1","7,133","±1,778","1.0%","±0.2","40,003","±4,988","0.6%","±0.1","4,368","±1,850","0.1%","±0.1","185,656","±8,435","0.5%","±0.1","42,830","±4,368","0.8%","±0.1","12,365","±2,303","0.3%","±0.1","1,393","±672","0.2%","±0.1","1,343","±561","0.2%","±0.1","40,941","±4,617","0.2%","±0.1","15,851","±3,788","0.2%","±0.1","4,324","±1,441","0.3%","±0.1","35,625","±3,687","2.2%","±0.2","53,969","±5,687","0.4%","±0.1","11,847","±2,375","0.2%","±0.1","59,197","±3,732","1.9%","±0.1","12,752","±2,074","0.4%","±0.1","3,702","±867","0.1%","±0.1","5,254","±1,911","0.1%","±0.1","5,343","±1,370","0.4%","±0.1","9,480","±2,004","0.2%","±0.1","13,727","±3,021","0.2%","±0.1","36,285","±2,624","0.4%","±0.1","75,991","±4,174","1.4%","±0.1","2,617","±1,469","0.1%","±0.1","20,767","±2,940","0.3%","±0.1","12,978","±1,436","1.3%","±0.1","45,683","±3,481","2.5%","±0.2","23,010","±4,756","0.8%","±0.2","4,519","±1,346","0.3%","±0.1","18,136","±2,256","0.2%","±0.1","6,540","±1,776","0.3%","±0.1","33,779","±3,107","0.2%","±0.1","14,027","±2,253","0.1%","±0.1","8,441","±1,459","1.2%","±0.2","18,284","±2,652","0.2%","±0.1","6,853","±1,597","0.2%","±0.1","46,176","±5,201","1.2%","±0.1","17,238","±2,888","0.1%","±0.1","1,748","±991","0.2%","±0.1","5,623","±1,393","0.1%","±0.1","17,250","±2,415","2.1%","±0.3","10,415","±3,320","0.2%","±0.1","46,204","±5,448","0.2%","±0.1","137,357","±8,018","4.9%","±0.3","1,892","±569","0.3%","±0.1","17,556","±2,832","0.2%","±0.1","66,238","±4,924","1.0%","±0.1","1,294","±566","0.1%","±0.1","59,267","±3,948","1.0%","±0.1","7,557","±1,435","1.3%","±0.3","","","",""
"    Dutch","57,034","±7,794","1.2%","±0.2","12,535","±2,490","1.7%","±0.3","98,917","±9,482","1.5%","±0.1","41,195","±4,693","1.4%","±0.2","391,745","±14,777","1.0%","±0.1","96,302","±6,868","1.9%","±0.1","25,052","±3,159","0.7%","±0.1","10,683","±2,038","1.2%","±0.2","3,253","±1,094","0.5%","±0.2","192,840","±10,543","1.0%","±0.1","73,227","±5,950","0.7%","±0.1","7,825","±1,576","0.6%","±0.1","31,744","±4,328","2.0%","±0.3","174,315","±7,158","1.4%","±0.1","127,052","±8,981","1.9%","±0.1","138,133","±7,114","4.5%","±0.2","56,436","±5,071","2.0%","±0.2","48,164","±3,939","1.1%","±0.1","23,300","±3,441","0.5%","±0.1","13,140","±2,146","1.0%","±0.2","57,905","±6,131","1.0%","±0.1","42,504","±3,528","0.6%","±0.1","474,054","±13,365","4.8%","±0.1","103,137","±5,415","1.9%","±0.1","21,936","±3,463","0.7%","±0.1","94,192","±6,168","1.6%","±0.1","24,240","±3,060","2.4%","±0.3","40,290","±4,809","2.2%","±0.3","27,492","±6,331","1.0%","±0.2","12,572","±2,129","1.0%","±0.2","90,297","±6,844","1.0%","±0.1","18,366","±2,608","0.9%","±0.1","248,121","±9,545","1.3%","±0.1","100,789","±8,214","1.0%","±0.1","9,461","±2,135","1.4%","±0.3","171,306","±9,592","1.5%","±0.1","66,845","±5,508","1.8%","±0.1","93,940","±7,560","2.4%","±0.2","235,203","±9,012","1.8%","±0.1","4,274","±1,433","0.4%","±0.1","43,507","±6,137","0.9%","±0.1","43,960","±4,784","5.3%","±0.6","78,453","±6,941","1.2%","±0.1","211,130","±11,754","0.8%","±0.1","66,785","±7,610","2.4%","±0.3","8,397","±1,168","1.3%","±0.2","80,965","±6,312","1.0%","±0.1","149,915","±8,380","2.2%","±0.1","34,225","±3,203","1.8%","±0.2","149,947","±6,207","2.6%","±0.1","13,224","±2,094","2.3%","±0.4","","","",""
"    English","407,235","±14,047","8.5%","±0.3","56,722","±5,031","7.8%","±0.7","577,856","±21,477","8.9%","±0.3","282,263","±11,676","9.6%","±0.4","2,314,876","±33,767","6.1%","±0.1","548,277","±14,235","10.7%","±0.3","325,080","±9,848","9.1%","±0.3","102,286","±4,731","11.3%","±0.5","29,912","±2,951","4.8%","±0.5","1,464,624","±26,463","7.7%","±0.1","794,769","±26,037","8.1%","±0.3","56,159","±4,387","4.1%","±0.3","250,485","±10,708","15.8%","±0.7","799,489","±17,947","6.2%","±0.1","600,912","±17,167","9.2%","±0.3","274,144","±10,249","9.0%","±0.3","289,702","±10,033","10.1%","±0.3","462,143","±11,275","10.6%","±0.3","300,945","±15,293","6.6%","±0.3","286,355","±9,292","21.6%","±0.7","482,352","±14,848","8.3%","±0.3","714,838","±16,420","10.9%","±0.2","943,977","±16,615","9.6%","±0.2","311,912","±10,297","5.8%","±0.2","239,659","±12,646","8.0%","±0.4","570,302","±14,804","9.5%","±0.2","116,399","±6,677","11.7%","±0.7","158,197","±6,940","8.6%","±0.4","210,587","±13,880","7.7%","±0.5","235,804","±9,888","17.9%","±0.8","451,051","±13,833","5.1%","±0.2","147,058","±8,357","7.1%","±0.4","1,074,856","±20,404","5.5%","±0.1","972,656","±25,712","10.1%","±0.3","33,304","±3,822","4.9%","±0.6","1,019,553","±22,789","8.8%","±0.2","323,730","±8,844","8.5%","±0.2","472,383","±15,169","12.2%","±0.4","972,600","±19,362","7.6%","±0.2","121,624","±7,091","11.6%","±0.7","432,900","±18,193","9.3%","±0.4","48,911","±4,173","5.9%","±0.5","647,711","±18,470","10.1%","±0.3","1,671,931","±27,945","6.5%","±0.1","715,982","±19,967","25.4%","±0.7","108,707","±5,072","17.4%","±0.8","880,510","±22,056","10.9%","±0.3","754,609","±16,539","11.0%","±0.2","214,155","±10,149","11.5%","±0.5","334,197","±9,439","5.9%","±0.2","89,233","±5,735","15.7%","±1.0","","","",""
"    French (except Basque)","77,768","±6,807","1.6%","±0.1","19,658","±2,692","2.7%","±0.4","170,031","±10,248","2.6%","±0.2","57,734","±6,085","2.0%","±0.2","707,768","±18,308","1.9%","±0.1","161,051","±8,334","3.1%","±0.2","218,073","±9,914","6.1%","±0.3","20,446","±3,513","2.3%","±0.4","10,176","±1,741","1.6%","±0.3","454,293","±17,525","2.4%","±0.1","132,225","±9,509","1.3%","±0.1","22,548","±3,354","1.6%","±0.2","42,765","±4,943","2.7%","±0.3","238,304","±10,026","1.9%","±0.1","153,519","±9,634","2.4%","±0.1","76,630","±5,602","2.5%","±0.2","86,883","±5,855","3.0%","±0.2","73,889","±5,068","1.7%","±0.1","619,978","±18,906","13.6%","±0.4","216,558","±9,591","16.3%","±0.7","94,510","±6,210","1.6%","±0.1","513,065","±15,795","7.8%","±0.2","435,915","±12,718","4.4%","±0.1","186,201","±7,137","3.5%","±0.1","68,689","±6,178","2.3%","±0.2","199,753","±8,695","3.3%","±0.1","38,150","±3,561","3.8%","±0.4","46,563","±3,644","2.5%","±0.2","64,567","±6,301","2.4%","±0.2","196,731","±9,348","14.9%","±0.7","109,040","±7,465","1.2%","±0.1","33,342","±3,315","1.6%","±0.2","464,721","±13,320","2.4%","±0.1","164,662","±10,863","1.7%","±0.1","31,556","±2,466","4.6%","±0.4","258,057","±10,086","2.2%","±0.1","89,474","±5,756","2.4%","±0.2","127,567","±7,103","3.3%","±0.2","216,305","±9,842","1.7%","±0.1","120,172","±7,959","11.4%","±0.8","91,783","±7,500","2.0%","±0.2","19,821","±2,334","2.4%","±0.3","118,206","±7,282","1.8%","±0.1","570,296","±17,456","2.2%","±0.1","55,144","±5,058","2.0%","±0.2","90,604","±4,901","14.5%","±0.8","154,521","±9,668","1.9%","±0.1","237,747","±10,572","3.5%","±0.2","32,313","±3,589","1.7%","±0.2","186,510","±8,325","3.3%","±0.1","19,511","±2,367","3.4%","±0.4","","","",""
"    French Canadian","7,250","±1,896","0.2%","±0.1","5,881","±1,828","0.8%","±0.3","31,861","±5,487","0.5%","±0.1","4,868","±1,390","0.2%","±0.1","103,510","±6,092","0.3%","±0.1","30,120","±3,771","0.6%","±0.1","95,677","±6,902","2.7%","±0.2","5,274","±1,701","0.6%","±0.2","2,171","±750","0.4%","±0.1","105,449","±8,474","0.6%","±0.1","28,594","±5,709","0.3%","±0.1","2,844","±1,208","0.2%","±0.1","6,858","±1,701","0.4%","±0.1","33,701","±3,975","0.3%","±0.1","15,465","±2,615","0.2%","±0.1","8,402","±1,907","0.3%","±0.1","7,939","±1,307","0.3%","±0.1","7,513","±1,831","0.2%","±0.1","125,148","±8,590","2.7%","±0.2","101,141","±6,011","7.6%","±0.5","17,392","±2,962","0.3%","±0.1","240,453","±10,277","3.7%","±0.2","157,532","±6,539","1.6%","±0.1","48,631","±3,975","0.9%","±0.1","7,040","±2,346","0.2%","±0.1","11,042","±1,936","0.2%","±0.1","7,686","±1,507","0.8%","±0.2","6,044","±1,371","0.3%","±0.1","11,333","±2,966","0.4%","±0.1","109,115","±7,813","8.3%","±0.6","19,403","±2,740","0.2%","±0.1","5,712","±1,773","0.3%","±0.1","119,887","±6,380","0.6%","±0.1","28,910","±4,222","0.3%","±0.1","6,361","±1,538","0.9%","±0.2","29,615","±3,192","0.3%","±0.1","8,749","±1,960","0.2%","±0.1","27,159","±3,339","0.7%","±0.1","26,407","±3,251","0.2%","±0.1","46,451","±5,311","4.4%","±0.5","13,986","±2,386","0.3%","±0.1","4,395","±1,860","0.5%","±0.2","15,863","±3,005","0.2%","±0.1","69,811","±5,670","0.3%","±0.1","6,298","±1,597","0.2%","±0.1","50,682","±3,464","8.1%","±0.6","33,438","±3,678","0.4%","±0.1","58,067","±4,600","0.9%","±0.1","2,931","±1,058","0.2%","±0.1","49,048","±3,563","0.9%","±0.1","2,872","±1,104","0.5%","±0.2","","","",""
"    German","355,820","±14,450","7.4%","±0.3","140,068","±8,355","19.4%","±1.2","936,173","±22,949","14.4%","±0.4","319,956","±11,530","10.9%","±0.4","3,273,518","±43,277","8.7%","±0.1","1,106,534","±20,046","21.6%","±0.4","350,404","±13,047","9.8%","±0.4","134,728","±8,040","14.9%","±0.9","40,182","±2,749","6.5%","±0.4","2,030,813","±36,033","10.7%","±0.2","709,509","±20,785","7.2%","±0.2","86,101","±6,455","6.3%","±0.5","294,036","±11,046","18.6%","±0.7","2,440,947","±30,027","19.0%","±0.2","1,531,382","±24,506","23.5%","±0.4","1,156,168","±16,240","37.8%","±0.5","819,730","±17,229","28.5%","±0.6","634,826","±14,348","14.5%","±0.3","361,999","±14,425","7.9%","±0.3","112,565","±6,185","8.5%","±0.5","885,555","±20,633","15.2%","±0.4","419,090","±14,578","6.4%","±0.2","2,075,127","±24,782","21.0%","±0.3","1,893,549","±16,157","35.4%","±0.3","168,185","±8,938","5.6%","±0.3","1,529,407","±23,141","25.4%","±0.4","267,413","±8,594","26.8%","±0.9","720,050","±12,489","39.1%","±0.7","338,452","±16,280","12.4%","±0.6","121,980","±6,969","9.3%","±0.5","993,407","±19,379","11.3%","±0.2","187,660","±7,870","9.0%","±0.4","2,106,706","±30,410","10.8%","±0.2","1,036,640","±26,951","10.7%","±0.3","304,899","±7,884","44.6%","±1.2","2,999,752","±31,994","26.0%","±0.3","561,052","±14,405","14.8%","±0.4","771,520","±16,211","19.9%","±0.4","3,397,150","±28,226","26.7%","±0.2","53,620","±4,711","5.1%","±0.4","472,288","±17,232","10.1%","±0.4","342,049","±8,602","41.5%","±1.0","664,932","±19,373","10.4%","±0.3","2,664,241","±37,010","10.4%","±0.1","352,594","±13,323","12.5%","±0.5","65,137","±4,659","10.4%","±0.7","974,917","±16,546","12.0%","±0.2","1,293,927","±24,248","18.9%","±0.4","333,952","±12,098","18.0%","±0.7","2,408,488","±19,372","42.2%","±0.3","144,341","±7,028","25.4%","±1.2","","","",""
"    Greek","7,410","±2,228","0.2%","±0.1","1,650","±1,135","0.2%","±0.2","20,841","±3,574","0.3%","±0.1","3,762","±1,733","0.1%","±0.1","126,905","±8,129","0.3%","±0.1","21,051","±3,078","0.4%","±0.1","34,203","±4,421","1.0%","±0.1","4,128","±2,089","0.5%","±0.2","1,992","±779","0.3%","±0.1","89,345","±8,655","0.5%","±0.1","22,824","±5,369","0.2%","±0.1","2,161","±840","0.2%","±0.1","2,853","±945","0.2%","±0.1","92,968","±6,250","0.7%","±0.1","23,405","±3,754","0.4%","±0.1","6,369","±1,376","0.2%","±0.1","5,567","±1,701","0.2%","±0.1","7,403","±2,888","0.2%","±0.1","6,316","±1,917","0.1%","±0.1","8,154","±2,319","0.6%","±0.2","34,620","±4,958","0.6%","±0.1","79,287","±6,971","1.2%","±0.1","42,860","±4,116","0.4%","±0.1","11,848","±2,305","0.2%","±0.1","1,818","±783","0.1%","±0.1","19,314","±3,228","0.3%","±0.1","3,544","±1,479","0.4%","±0.1","4,224","±1,370","0.2%","±0.1","10,819","±3,069","0.4%","±0.1","18,565","±2,670","1.4%","±0.2","59,192","±7,094","0.7%","±0.1","2,972","±1,384","0.1%","±0.1","155,425","±9,656","0.8%","±0.1","26,755","±5,210","0.3%","±0.1","284","±192","0.0%","±0.1","57,812","±5,432","0.5%","±0.1","3,869","±1,083","0.1%","±0.1","15,249","±2,880","0.4%","±0.1","63,715","±5,205","0.5%","±0.1","6,450","±1,556","0.6%","±0.1","15,749","±4,958","0.3%","±0.1","834","±459","0.1%","±0.1","11,796","±3,143","0.2%","±0.1","48,896","±6,371","0.2%","±0.1","13,368","±3,121","0.5%","±0.1","2,195","±929","0.4%","±0.1","33,912","±4,352","0.4%","±0.1","20,465","±2,623","0.3%","±0.1","5,921","±1,440","0.3%","±0.1","18,117","±4,215","0.3%","±0.1","1,595","±1,014","0.3%","±0.2","","","",""
"    Hungarian","5,783","±1,281","0.1%","±0.1","3,079","±1,444","0.4%","±0.2","25,065","±3,714","0.4%","±0.1","2,557","±959","0.1%","±0.1","120,189","±6,890","0.3%","±0.1","19,315","±2,571","0.4%","±0.1","38,526","±4,405","1.1%","±0.1","4,818","±1,769","0.5%","±0.2","2,033","±622","0.3%","±0.1","102,994","±7,354","0.5%","±0.1","17,093","±3,135","0.2%","±0.1","2,608","±1,429","0.2%","±0.1","1,884","±729","0.1%","±0.1","51,459","±4,527","0.4%","±0.1","36,103","±3,439","0.6%","±0.1","3,577","±1,062","0.1%","±0.1","5,018","±1,064","0.2%","±0.1","7,339","±1,433","0.2%","±0.1","5,518","±1,612","0.1%","±0.1","1,981","±485","0.1%","±0.1","24,781","±3,989","0.4%","±0.1","18,661","±2,531","0.3%","±0.1","93,393","±6,862","0.9%","±0.1","14,987","±2,318","0.3%","±0.1","2,842","±1,589","0.1%","±0.1","17,861","±4,266","0.3%","±0.1","2,661","±1,282","0.3%","±0.1","3,313","±999","0.2%","±0.1","11,025","±2,345","0.4%","±0.1","3,990","±1,017","0.3%","±0.1","99,931","±6,472","1.1%","±0.1","4,902","±1,789","0.2%","±0.1","138,197","±8,826","0.7%","±0.1","24,798","±4,026","0.3%","±0.1","1,971","±544","0.3%","±0.1","187,933","±9,026","1.6%","±0.1","4,551","±1,148","0.1%","±0.1","13,207","±2,316","0.3%","±0.1","127,270","±5,811","1.0%","±0.1","1,936","±715","0.2%","±0.1","12,304","±2,693","0.3%","±0.1","937","±449","0.1%","±0.1","10,609","±1,920","0.2%","±0.1","40,669","±5,502","0.2%","±0.1","5,716","±2,316","0.2%","±0.1","2,487","±627","0.4%","±0.1","28,471","±3,724","0.4%","±0.1","24,175","±3,294","0.4%","±0.1","8,019","±1,796","0.4%","±0.1","24,554","±3,004","0.4%","±0.1","2,097","±964","0.4%","±0.2","","","",""
